added_date,estimated_duration,start_date,end_date,real_duration,returns,software,dev,squad,client,status
2021-08-23,16,2021-11-19,2021-12-08,14,0,A,Emanuelly,Kappa,Santos Gomes - ME,Concluído
2021-08-23,16,2021-10-14,2021-10-26,9,0,F,Maria Eduarda,Kappa,Sales,Concluído
2021-08-23,12,2021-11-15,2021-11-26,10,0,B,Emanuelly,Epsilon,Correia,Concluído
2021-08-23,8,2021-09-24,2021-10-04,7,0,D,Mirella,Epsilon,Silveira,Concluído
2021-08-24,12,2021-09-28,2021-10-08,9,2,C,Lara,Kappa,Ribeiro,Concluído
2021-08-24,19,2021-11-18,2021-12-10,17,0,F,Brenda,Epsilon,Gomes,Concluído
2021-08-24,8,2021-10-15,2021-10-20,4,0,B,Lara,Kappa,Ramos,Concluído
2021-08-24,19,2021-10-05,2021-10-22,14,0,F,Brenda,Kappa,Melo,Concluído
2021-08-24,14,2021-10-26,2021-11-12,14,0,G,Valentina,Epsilon,Martins - EI,Concluído
2021-08-25,9,2021-11-03,2021-11-10,6,3,D,Maria Eduarda,Epsilon,Nogueira,Concluído
2021-08-25,18,2021-11-03,2021-11-26,18,3,E,Lara,Epsilon,Araújo,Concluído
2021-08-25,7,2021-11-22,2021-11-26,5,1,C,Maria Eduarda,Kappa,Mendes,Concluído
2021-08-25,6,2021-09-02,2021-09-07,4,0,D,Valentina,Theta,Barros,Concluído
2021-08-26,15,2021-10-15,2021-10-26,8,2,B,Brenda,Theta,Pereira,Concluído
2021-08-26,20,2021-11-04,2021-11-24,15,1,E,Ana Clara,Theta,Melo Cardoso Ltda.,Concluído
2021-08-26,1,2021-10-29,2021-10-29,1,0,A,Lara,Kappa,Campos e Filhos,Concluído
2021-08-26,6,2021-10-12,2021-10-19,6,0,G,Ana Clara,Kappa,Duarte Ltda.,Concluído
2021-08-26,14,2021-10-06,2021-10-15,8,0,F,Brenda,Epsilon,Melo Silva e Filhos,Concluído
2021-08-26,18,2021-11-23,2021-12-17,19,1,B,Carolina,Epsilon,Silva e Filhos,Concluído
2021-08-26,2,2021-11-19,2021-11-19,1,0,F,Valentina,Kappa,Silva e Filhos,Concluído
2021-08-26,18,2021-10-01,2021-10-22,16,0,B,Agatha,Epsilon,Ramos,Concluído
2021-08-26,13,2021-10-01,2021-10-12,8,0,D,Agatha,Epsilon,Pereira Oliveira S.A.,Concluído
2021-08-27,12,2021-11-12,2021-11-25,10,1,B,Lara,Zeta,Pinto,Concluído
2021-08-27,6,2021-09-15,2021-09-21,5,0,B,Helena,Theta,Oliveira,Concluído
2021-08-27,4,2021-10-12,2021-10-15,4,1,C,Lara,Epsilon,Duarte Ltda.,Concluído
2021-08-27,5,2021-11-16,2021-11-19,4,0,E,Helena,Kappa,Silva e Filhos,Concluído
2021-08-27,11,2021-10-05,2021-10-15,9,0,E,Ana Clara,Kappa,da Cunha,Concluído
2021-08-27,7,2021-11-22,2021-11-29,6,0,B,Lara,Epsilon,Peixoto,Concluído
2021-08-27,18,2021-09-06,2021-09-23,14,0,C,Brenda,Kappa,Santos,Concluído
2021-08-27,9,2021-11-04,2021-11-15,8,2,F,Agatha,Theta,Peixoto,Concluído
2021-08-27,19,2021-09-24,2021-10-08,11,0,C,Mirella,Epsilon,Santos Rodrigues S.A.,Concluído
2021-08-27,9,2021-10-28,2021-11-02,4,0,B,Mirella,Kappa,Lopes Moura S/A,Concluído
2021-08-30,20,2021-09-23,2021-10-04,8,0,E,Emanuelly,Kappa,da Cruz,Concluído
2021-08-30,5,2021-10-04,2021-10-07,4,1,A,Maria Eduarda,Epsilon,Cunha S/A,Concluído
2021-08-31,18,2021-11-01,2021-11-12,10,2,D,Helena,Epsilon,Moura,Concluído
2021-08-31,12,2021-09-17,2021-09-24,6,1,F,Emanuelly,Zeta,Mendes,Concluído
2021-08-31,12,2021-11-08,2021-11-19,10,0,A,Helena,Epsilon,Silveira S.A.,Concluído
2021-08-31,15,2021-09-15,2021-10-04,14,0,F,Agatha,Epsilon,Oliveira,Concluído
2021-08-31,3,2021-11-05,2021-11-08,2,0,D,Maria Eduarda,Kappa,da Cruz,Concluído
2021-08-31,6,2021-09-06,2021-09-10,5,1,F,Carolina,Epsilon,Costa,Concluído
2021-08-31,4,2021-11-10,2021-11-15,4,1,E,Agatha,Chi,Moreira - EI,Concluído
2021-09-01,15,2021-11-01,2021-11-10,8,0,A,Mirella,Epsilon,Azevedo Caldeira - ME,Concluído
2021-09-01,7,2021-10-14,2021-10-22,7,0,G,Emanuelly,Epsilon,Rezende,Concluído
2021-09-01,11,2021-10-29,2021-11-04,5,0,D,Ana Clara,Theta,Peixoto,Concluído
2021-09-02,7,2021-11-19,2021-11-29,7,0,F,Helena,Theta,Silveira,Concluído
2021-09-02,9,2021-10-29,2021-11-12,11,2,D,Maria Eduarda,Kappa,Dias,Concluído
2021-09-02,19,2021-09-30,2021-10-14,11,0,E,Mirella,Theta,da Costa,Concluído
2021-09-02,10,2021-09-08,2021-09-16,7,2,G,Agatha,Kappa,Almeida da Mota - EI,Concluído
2021-09-02,7,2021-10-04,2021-10-13,8,0,G,Ana Clara,Chi,da Cunha Fogaça - EI,Concluído
2021-09-03,2,2021-11-22,2021-11-24,3,0,F,Lara,Epsilon,Moraes S/A,Concluído
2021-09-03,15,2021-11-12,2021-11-19,6,1,G,Agatha,Kappa,da Rocha,Concluído
2021-09-03,14,2021-11-26,2021-12-14,13,0,C,Ana Clara,Kappa,Nascimento Viana - ME,Concluído
2021-09-03,11,2021-10-01,2021-10-15,11,0,D,Maria Eduarda,Chi,Santos Rodrigues S.A.,Concluído
2021-09-03,11,2021-09-06,2021-09-21,12,0,D,Mirella,Chi,Rezende,Concluído
2021-09-03,7,2021-11-11,2021-11-18,6,2,B,Lara,Kappa,Cardoso,Concluído
2021-09-03,7,2021-09-24,2021-10-01,6,0,B,Brenda,Kappa,Melo,Concluído
2021-09-03,4,2021-10-29,2021-11-04,5,2,E,Brenda,Epsilon,da Conceição - EI,Concluído
2021-09-03,12,2021-11-19,2021-12-02,10,0,G,Helena,Theta,Aragão,Concluído
2021-09-03,2,2021-10-27,2021-10-29,3,1,D,Maria Eduarda,Epsilon,Campos S.A.,Concluído
2021-09-03,1,2021-12-01,2021-12-01,1,3,A,Emanuelly,Kappa,Silveira Fernandes S.A.,Concluído
2021-09-03,4,2021-10-04,2021-10-07,4,0,C,Agatha,Theta,Cavalcanti,Concluído
2021-09-03,6,2021-10-28,2021-11-05,7,0,C,Emanuelly,Kappa,Aragão Fogaça S/A,Concluído
2021-09-03,7,2021-09-30,2021-10-04,3,0,A,Valentina,Theta,Correia,Concluído
2021-09-03,2,2021-09-10,2021-09-10,1,1,A,Maria Eduarda,Theta,Ferreira,Concluído
2021-09-03,11,2021-09-08,2021-09-17,8,0,E,Ana Clara,Kappa,da Luz,Concluído
2021-09-03,20,2021-11-18,2021-11-30,9,2,E,Carolina,Theta,Silveira Nunes - EI,Concluído
2021-09-03,11,2021-09-17,2021-09-28,8,0,A,Emanuelly,Zeta,Castro S/A,Concluído
2021-09-03,19,2021-11-25,2021-12-03,7,0,B,Lara,Kappa,Santos Melo - EI,Concluído
2021-09-06,6,2021-11-30,2021-12-03,4,0,D,Mirella,Kappa,Barbosa e Filhos,Concluído
2021-09-06,14,2021-10-21,2021-11-02,9,2,F,Mirella,Epsilon,Silva Vieira Ltda.,Concluído
2021-09-06,3,2021-10-19,2021-10-21,3,0,D,Lara,Kappa,Lima - ME,Concluído
2021-09-07,7,2021-12-03,2021-12-09,5,0,E,Valentina,Kappa,Rezende Ltda.,Concluído
2021-09-07,15,2021-10-15,2021-10-29,11,0,E,Valentina,Theta,Rodrigues,Concluído
2021-09-07,5,2021-10-04,2021-10-08,5,3,E,Valentina,Kappa,Correia,Concluído
2021-09-07,6,2021-10-04,2021-10-07,4,1,C,Valentina,Theta,Rezende Ltda.,Concluído
2021-09-07,13,2021-10-22,2021-11-03,9,0,D,Helena,Kappa,Ferreira,Concluído
2021-09-07,7,2021-09-24,2021-09-29,4,0,E,Emanuelly,Theta,Novaes,Concluído
2021-09-08,15,2021-09-10,2021-09-22,9,0,F,Brenda,Theta,Cavalcanti,Concluído
2021-09-09,19,2021-10-15,2021-11-05,16,0,C,Carolina,Kappa,Barros,Concluído
2021-09-09,7,2021-12-03,2021-12-08,4,1,C,Emanuelly,Kappa,da Cunha,Concluído
2021-09-10,13,2021-11-19,2021-12-06,12,0,D,Brenda,Chi,Cunha S/A,Concluído
2021-09-10,12,2021-10-27,2021-11-04,7,1,C,Lara,Kappa,Ramos,Concluído
2021-09-10,7,2021-10-04,2021-10-08,5,1,A,Brenda,Epsilon,Barbosa - ME,Concluído
2021-09-10,8,2021-09-10,2021-09-21,8,0,F,Maria Eduarda,Epsilon,Almeida da Conceição - EI,Concluído
2021-09-10,18,2021-10-22,2021-11-12,16,0,C,Maria Eduarda,Kappa,Ferreira da Cunha S/A,Concluído
2021-09-10,9,2021-10-29,2021-11-04,5,1,C,Emanuelly,Kappa,da Cruz Cunha - EI,Concluído
2021-09-10,9,2021-11-05,2021-11-16,8,0,B,Ana Clara,Zeta,Nunes,Concluído
2021-09-10,4,2021-09-15,2021-09-17,3,0,D,Ana Clara,Zeta,da Cruz,Concluído
2021-09-10,19,2021-12-01,2021-12-17,13,1,E,Brenda,Zeta,Monteiro,Concluído
2021-09-10,4,2021-10-08,2021-10-11,2,0,C,Mirella,Kappa,Souza - ME,Concluído
2021-09-10,20,2021-11-18,2021-12-03,12,0,A,Lara,Epsilon,Araújo Ltda.,Concluído
2021-09-10,7,2021-10-29,2021-11-05,6,0,F,Maria Eduarda,Chi,Melo,Concluído
2021-09-10,11,2021-12-03,2021-12-14,8,3,D,Maria Eduarda,Kappa,Gomes,Concluído
2021-09-10,14,2021-09-21,2021-09-28,6,1,A,Maria Eduarda,Epsilon,da Cruz,Concluído
2021-09-10,17,2021-11-25,2021-12-07,9,0,A,Lara,Kappa,Martins,Concluído
2021-09-10,3,2021-11-08,2021-11-11,4,0,B,Lara,Epsilon,Aragão,Concluído
2021-09-10,4,2021-10-15,2021-10-18,2,0,E,Agatha,Theta,Silva e Filhos,Concluído
2021-09-10,19,2021-09-14,2021-10-01,14,0,B,Lara,Kappa,Novaes,Concluído
2021-09-13,13,2021-10-14,2021-10-29,12,0,B,Brenda,Epsilon,Rodrigues,Concluído
2021-09-13,2,2021-09-17,2021-09-20,2,0,F,Helena,Epsilon,Martins e Filhos,Concluído
2021-09-13,9,2021-10-29,2021-11-04,5,2,C,Lara,Zeta,Rezende,Concluído
2021-09-13,16,2021-10-20,2021-11-03,11,0,E,Mirella,Theta,Lopes,Concluído
2021-09-13,12,2021-11-18,2021-11-26,7,0,G,Carolina,Epsilon,Barbosa - ME,Concluído
2021-09-13,19,2021-11-18,2021-12-03,12,0,B,Valentina,Theta,da Rocha Oliveira e Filhos,Concluído
2021-09-13,11,2021-12-03,2021-12-16,10,1,E,Brenda,Theta,Moura,Concluído
2021-09-14,5,2021-10-08,2021-10-12,3,2,F,Emanuelly,Chi,Rodrigues,Concluído
2021-09-14,5,2021-09-14,2021-09-17,4,0,D,Ana Clara,Kappa,Caldeira,Concluído
2021-09-14,18,2021-10-22,2021-11-18,20,0,C,Emanuelly,Epsilon,Campos S.A.,Concluído
2021-09-14,17,2021-09-23,2021-10-04,8,3,B,Brenda,Kappa,Moraes S/A,Concluído
2021-09-14,7,2021-10-01,2021-10-12,8,0,E,Agatha,Epsilon,Almeida da Mota - EI,Concluído
2021-09-14,19,2021-09-14,2021-09-30,13,0,E,Agatha,Kappa,Castro - ME,Concluído
2021-09-15,8,2021-11-16,2021-11-24,7,0,B,Ana Clara,Kappa,Melo,Concluído
2021-09-15,14,2021-11-26,2021-12-10,11,0,D,Carolina,Theta,Cunha,Concluído
2021-09-15,12,2021-11-12,2021-11-19,6,0,F,Valentina,Theta,das Neves - ME,Concluído
2021-09-15,8,2021-09-15,2021-09-20,4,0,B,Emanuelly,Epsilon,Silveira S.A.,Concluído
2021-09-15,12,2021-11-17,2021-11-29,9,0,A,Lara,Kappa,Alves Duarte Ltda.,Concluído
2021-09-16,6,2021-10-22,2021-10-29,6,0,A,Ana Clara,Zeta,Alves Duarte Ltda.,Concluído
2021-09-16,11,2021-10-07,2021-10-13,5,0,D,Mirella,Kappa,Rezende,Concluído
2021-09-16,4,2021-10-12,2021-10-15,4,0,E,Brenda,Epsilon,Peixoto,Concluído
2021-09-16,3,2021-11-15,2021-11-16,2,0,A,Ana Clara,Kappa,da Luz - EI,Concluído
2021-09-16,19,2021-11-05,2021-11-16,8,0,F,Carolina,Kappa,Almeida da Mota - EI,Concluído
2021-09-16,12,2021-09-27,2021-10-08,10,0,G,Mirella,Theta,da Cruz,Concluído
2021-09-16,8,2021-10-21,2021-10-28,6,0,F,Carolina,Theta,Sales,Concluído
2021-09-16,3,2021-11-01,2021-11-02,2,0,B,Emanuelly,Epsilon,Jesus,Concluído
2021-09-16,15,2021-11-23,2021-12-10,14,0,F,Lara,Kappa,da Cruz Farias - ME,Concluído
2021-09-16,18,2021-11-19,2021-12-14,18,0,E,Lara,Epsilon,Ribeiro - ME,Concluído
2021-09-17,1,2021-11-24,2021-11-24,1,0,E,Mirella,Epsilon,Campos - ME,Concluído
2021-09-17,11,2021-12-10,2021-12-17,6,0,G,Carolina,Epsilon,da Cruz,Concluído
2021-09-17,20,2021-11-26,2021-12-17,16,0,F,Carolina,Epsilon,Cardoso,Concluído
2021-09-17,9,2021-12-03,2021-12-14,8,0,B,Brenda,Theta,Campos e Filhos,Concluído
2021-09-17,2,2021-10-13,2021-10-14,2,0,G,Helena,Theta,Mendes Pereira S.A.,Concluído
2021-09-17,2,2021-11-26,2021-11-26,1,0,F,Mirella,Theta,Ramos,Concluído
2021-09-17,13,2021-11-03,2021-11-16,10,1,G,Helena,Theta,Silva e Filhos,Concluído
2021-09-17,19,2021-11-15,2021-12-02,14,0,E,Lara,Kappa,da Costa,Concluído
2021-09-17,5,2021-11-05,2021-11-11,5,0,D,Mirella,Chi,Almeida,Concluído
2021-09-17,18,2021-11-05,2021-11-26,16,0,C,Agatha,Kappa,Rocha Porto - ME,Concluído
2021-09-17,5,2021-11-26,2021-11-30,3,0,F,Helena,Theta,Souza - ME,Concluído
2021-09-17,18,2021-10-01,2021-10-14,10,0,E,Carolina,Kappa,Mendes,Concluído
2021-09-17,16,2021-11-19,2021-12-08,14,0,G,Lara,Zeta,Azevedo Caldeira - ME,Concluído
2021-09-17,6,2021-10-08,2021-10-12,3,0,E,Agatha,Epsilon,Mendes Pereira S.A.,Concluído
2021-09-17,3,2021-10-22,2021-10-26,3,0,G,Mirella,Epsilon,Alves Duarte Ltda.,Concluído
2021-09-17,2,2021-12-16,2021-12-17,2,0,A,Emanuelly,Kappa,Silva Vieira Ltda.,Concluído
2021-09-17,16,2021-10-20,2021-10-29,8,0,B,Maria Eduarda,Kappa,das Neves da Rocha e Filhos,Concluído
2021-09-17,19,2021-10-08,2021-10-22,11,0,F,Lara,Epsilon,Rezende,Concluído
2021-09-20,15,2021-11-10,2021-11-19,8,0,C,Carolina,Epsilon,Lima Nunes S.A.,Concluído
2021-09-20,17,2021-10-05,2021-10-20,12,0,G,Maria Eduarda,Kappa,da Cruz,Concluído
2021-09-20,8,2021-11-12,2021-11-24,9,0,F,Carolina,Epsilon,Cavalcanti,Concluído
2021-09-20,16,2021-12-16,2022-01-07,17,0,E,Carolina,Kappa,Carvalho,Concluído
2021-09-20,13,2021-10-26,2021-11-03,7,0,B,Maria Eduarda,Chi,da Cruz Cunha - EI,Concluído
2021-09-20,20,2021-10-29,2021-11-12,11,2,F,Lara,Kappa,da Cruz,Concluído
2021-09-20,4,2021-11-26,2021-12-02,5,0,F,Lara,Theta,Almeida da Conceição - EI,Concluído
2021-09-21,7,2021-11-12,2021-11-19,6,0,E,Carolina,Theta,Alves,Concluído
2021-09-21,2,2021-11-15,2021-11-16,2,0,C,Carolina,Kappa,Silveira Fernandes S.A.,Concluído
2021-09-21,3,2021-10-05,2021-10-07,3,2,B,Emanuelly,Theta,Pereira Oliveira S.A.,Concluído
2021-09-21,8,2021-11-12,2021-11-19,6,1,E,Agatha,Epsilon,Barros,Concluído
2021-09-21,7,2021-12-01,2021-12-03,3,2,G,Emanuelly,Epsilon,Alves Peixoto e Filhos,Concluído
2021-09-21,11,2021-12-06,2021-12-10,5,0,C,Maria Eduarda,Epsilon,Martins,Concluído
2021-09-21,10,2021-10-15,2021-10-22,6,1,G,Maria Eduarda,Kappa,Santos,Concluído
2021-09-22,1,2021-10-15,2021-10-15,1,0,B,Agatha,Theta,Martins,Concluído
2021-09-22,13,2021-10-11,2021-10-15,5,1,C,Carolina,Epsilon,Almeida da Mota - EI,Concluído
2021-09-22,16,2021-12-10,2021-12-29,14,3,G,Ana Clara,Epsilon,Aragão,Concluído
2021-09-23,6,2021-11-03,2021-11-05,3,0,C,Lara,Epsilon,Ramos,Concluído
2021-09-23,20,2021-11-19,2021-12-16,20,0,A,Ana Clara,Kappa,Correia,Concluído
2021-09-24,10,2021-12-09,2021-12-21,9,3,E,Carolina,Chi,Azevedo S/A,Concluído
2021-09-24,2,2021-12-09,2021-12-10,2,1,C,Mirella,Epsilon,Lopes Moura S/A,Concluído
2021-09-24,6,2021-11-15,2021-11-19,5,0,A,Maria Eduarda,Theta,Souza - ME,Concluído
2021-09-24,3,2021-12-08,2021-12-09,2,0,D,Mirella,Kappa,Rezende Ltda.,Concluído
2021-09-24,18,2021-10-11,2021-10-29,15,0,D,Mirella,Epsilon,da Paz Ltda.,Concluído
2021-09-24,16,2021-12-03,2021-12-17,11,2,C,Lara,Kappa,Ribeiro,Concluído
2021-09-24,20,2021-10-12,2021-10-29,14,0,F,Emanuelly,Chi,Nascimento Viana - ME,Concluído
2021-09-24,20,2021-12-03,2021-12-16,10,0,A,Maria Eduarda,Epsilon,Gonçalves da Cunha S/A,Concluído
2021-09-24,3,2021-12-02,2021-12-03,2,2,E,Ana Clara,Kappa,Martins,Concluído
2021-09-24,13,2021-11-15,2021-12-03,15,1,E,Agatha,Epsilon,Carvalho,Concluído
2021-09-24,12,2021-11-18,2021-11-29,8,0,D,Brenda,Kappa,Ramos,Concluído
2021-09-24,14,2021-12-22,2022-01-11,15,0,B,Mirella,Epsilon,Cavalcanti,Concluído
2021-09-24,11,2021-10-22,2021-10-29,6,1,F,Emanuelly,Kappa,Oliveira,Concluído
2021-09-24,6,2021-11-03,2021-11-09,5,0,D,Lara,Zeta,Sales,Concluído
2021-09-24,5,2021-12-02,2021-12-03,2,1,F,Mirella,Kappa,da Cruz,Concluído
2021-09-24,1,2021-12-22,2021-12-22,1,0,G,Valentina,Theta,Aragão Fogaça S/A,Concluído
2021-09-24,6,2021-10-29,2021-11-05,6,0,D,Brenda,Theta,Melo Cardoso Ltda.,Concluído
2021-09-27,7,2021-09-30,2021-10-08,7,0,E,Valentina,Chi,Almeida da Mota - EI,Concluído
2021-09-28,10,2021-10-28,2021-11-05,7,0,F,Mirella,Chi,Rocha Porto e Filhos,Concluído
2021-09-28,17,2021-11-12,2021-12-03,16,0,G,Ana Clara,Kappa,Martins - EI,Concluído
2021-09-28,15,2021-11-23,2021-12-03,9,1,C,Agatha,Epsilon,Cardoso,Concluído
2021-09-28,2,2021-12-06,2021-12-08,3,0,E,Mirella,Kappa,Aragão Fogaça S/A,Concluído
2021-09-29,15,2021-10-22,2021-11-12,16,1,A,Emanuelly,Kappa,das Neves - ME,Concluído
2021-09-29,12,2021-11-08,2021-11-16,7,0,B,Ana Clara,Epsilon,Cunha,Concluído
2021-09-29,7,2021-10-22,2021-10-29,6,2,E,Helena,Epsilon,Gomes,Concluído
2021-09-30,1,2021-12-07,2021-12-07,1,0,D,Brenda,Epsilon,Almeida Carvalho S.A.,Concluído
2021-09-30,14,2021-10-01,2021-10-11,7,1,C,Helena,Kappa,da Luz,Concluído
2021-09-30,11,2021-12-09,2021-12-17,7,1,F,Maria Eduarda,Theta,da Paz Moreira - EI,Concluído
2021-10-01,8,2021-10-22,2021-10-28,5,2,C,Valentina,Kappa,Araújo Ltda.,Concluído
2021-10-01,3,2021-12-13,2021-12-16,4,0,F,Carolina,Kappa,Monteiro Ltda.,Concluído
2021-10-01,16,2021-10-08,2021-10-25,12,0,F,Maria Eduarda,Epsilon,Dias,Concluído
2021-10-01,9,2021-11-23,2021-12-03,9,0,E,Maria Eduarda,Kappa,Moraes S/A,Concluído
2021-10-01,9,2021-10-01,2021-10-14,10,1,B,Mirella,Epsilon,Melo Cardoso Ltda.,Concluído
2021-10-01,13,2021-12-13,2021-12-28,12,0,D,Brenda,Epsilon,Pereira,Concluído
2021-10-01,15,2021-12-03,2021-12-13,7,0,A,Emanuelly,Epsilon,Lima Nunes S.A.,Concluído
2021-10-01,5,2021-12-28,2021-12-30,3,0,F,Carolina,Epsilon,Pinto da Cruz - EI,Concluído
2021-10-01,6,2021-11-03,2021-11-11,7,2,G,Agatha,Theta,da Paz Ltda.,Concluído
2021-10-04,9,2021-12-02,2021-12-08,5,0,C,Valentina,Epsilon,Cardoso,Concluído
2021-10-04,11,2021-12-31,2022-01-14,11,0,G,Mirella,Kappa,da Cruz,Concluído
2021-10-04,15,2021-12-31,2022-01-17,12,0,G,Mirella,Theta,Rocha Porto - ME,Concluído
2021-10-04,14,2021-10-29,2021-11-11,10,2,E,Emanuelly,Epsilon,Gonçalves da Cunha S/A,Concluído
2021-10-04,16,2021-10-27,2021-11-05,8,1,C,Mirella,Epsilon,Fogaça Cardoso e Filhos,Concluído
2021-10-04,7,2021-12-17,2021-12-23,5,1,C,Brenda,Kappa,Almeida da Mota - EI,Concluído
2021-10-04,20,2021-10-06,2021-10-15,8,0,B,Maria Eduarda,Kappa,Moraes - EI,Concluído
2021-10-05,11,2021-10-25,2021-11-05,10,2,E,Emanuelly,Epsilon,Melo Silva e Filhos,Concluído
2021-10-05,18,2021-12-24,2022-01-12,14,0,A,Brenda,Kappa,Azevedo S/A,Concluído
2021-10-05,3,2021-10-22,2021-10-22,1,1,G,Mirella,Epsilon,Azevedo,Concluído
2021-10-05,20,2021-12-24,2022-01-06,10,0,D,Lara,Kappa,Santos,Concluído
2021-10-06,9,2021-10-20,2021-10-29,8,0,A,Lara,Kappa,Pereira,Concluído
2021-10-06,6,2021-12-30,2021-12-31,2,1,F,Helena,Epsilon,da Rocha,Concluído
2021-10-06,3,2021-11-08,2021-11-10,3,0,G,Lara,Kappa,das Neves - EI,Concluído
2021-10-06,19,2021-12-03,2021-12-31,21,0,G,Mirella,Epsilon,da Cunha Fogaça - EI,Concluído
2021-10-06,4,2021-12-21,2021-12-24,4,0,D,Brenda,Zeta,Ribeiro - ME,Concluído
2021-10-06,13,2021-12-21,2022-01-07,14,0,A,Valentina,Theta,Ferreira,Concluído
2021-10-07,3,2021-12-17,2021-12-20,2,0,B,Maria Eduarda,Kappa,Rezende,Concluído
2021-10-07,11,2021-10-15,2021-10-29,11,0,E,Brenda,Epsilon,Caldeira,Concluído
2021-10-07,13,2021-10-08,2021-10-15,6,0,B,Maria Eduarda,Theta,da Cruz,Concluído
2021-10-08,19,2021-11-03,2021-11-17,11,0,D,Carolina,Epsilon,da Luz,Concluído
2021-10-08,17,2021-10-12,2021-10-21,8,0,E,Carolina,Kappa,da Costa,Concluído
2021-10-08,7,2021-12-08,2021-12-16,7,0,A,Agatha,Epsilon,Vieira,Concluído
2021-10-08,18,2021-10-13,2021-10-29,13,0,A,Maria Eduarda,Epsilon,Aragão Fogaça S/A,Concluído
2021-10-08,3,2021-11-03,2021-11-05,3,1,G,Carolina,Kappa,Barbosa e Filhos,Concluído
2021-10-08,1,2022-01-06,2022-01-06,1,1,F,Brenda,Zeta,Barros,Concluído
2021-10-08,3,2021-10-20,2021-10-21,2,2,B,Agatha,Epsilon,Duarte,Concluído
2021-10-08,1,2021-11-26,2021-11-26,1,0,G,Carolina,Epsilon,da Rosa,Concluído
2021-10-08,2,2021-12-02,2021-12-03,2,0,G,Helena,Kappa,Nogueira,Concluído
2021-10-08,13,2021-12-08,2021-12-16,7,0,E,Agatha,Zeta,Jesus,Concluído
2021-10-08,11,2021-11-16,2021-11-25,8,1,E,Agatha,Epsilon,Cunha,Concluído
2021-10-08,10,2021-11-05,2021-11-19,11,0,F,Emanuelly,Epsilon,Costa,Concluído
2021-10-08,8,2021-11-29,2021-12-06,6,2,A,Helena,Kappa,Gonçalves Pinto - ME,Concluído
2021-10-11,12,2021-11-12,2021-11-19,6,1,B,Agatha,Epsilon,Rezende,Concluído
2021-10-11,15,2021-11-05,2021-11-26,16,0,A,Emanuelly,Kappa,Santos Nunes S/A,Concluído
2021-10-11,2,2021-11-26,2021-11-26,1,1,D,Carolina,Kappa,Silveira Mendes S.A.,Concluído
2021-10-11,8,2021-12-30,2022-01-06,6,0,F,Emanuelly,Kappa,Duarte,Concluído
2021-10-11,2,2021-10-28,2021-10-29,2,0,A,Lara,Kappa,Martins e Filhos,Concluído
2021-10-11,4,2021-11-19,2021-11-22,2,0,C,Carolina,Kappa,Fogaça Cardoso e Filhos,Concluído
2021-10-11,14,2021-11-03,2021-11-17,11,0,C,Emanuelly,Theta,Melo,Concluído
2021-10-12,16,2021-10-15,2021-11-02,13,0,B,Brenda,Theta,Monteiro Ltda.,Concluído
2021-10-12,19,2021-11-05,2021-11-26,16,0,G,Maria Eduarda,Theta,Melo Cardoso Ltda.,Concluído
2021-10-12,11,2021-12-15,2021-12-21,5,0,E,Brenda,Theta,da Cruz Farias - ME,Concluído
2021-10-12,19,2021-10-29,2021-11-09,8,0,G,Brenda,Kappa,Nunes,Concluído
2021-10-13,8,2021-10-14,2021-10-21,6,1,D,Valentina,Epsilon,Ribeiro - ME,Concluído
2021-10-13,2,2021-11-19,2021-11-19,1,2,E,Helena,Kappa,da Luz - EI,Concluído
2021-10-13,16,2021-12-24,2022-01-07,11,0,G,Emanuelly,Kappa,Rocha,Concluído
2021-10-13,8,2021-12-30,2022-01-07,7,0,G,Mirella,Kappa,Pinto,Concluído
2021-10-14,6,2021-11-12,2021-11-17,4,0,G,Emanuelly,Kappa,Melo,Concluído
2021-10-14,16,2021-11-02,2021-11-12,9,1,G,Ana Clara,Kappa,Melo,Concluído
2021-10-15,8,2021-10-29,2021-11-11,10,0,A,Carolina,Kappa,Azevedo,Concluído
2021-10-15,14,2021-12-03,2021-12-21,13,0,B,Helena,Theta,Aragão - EI,Concluído
2021-10-15,3,2021-10-25,2021-10-26,2,1,F,Valentina,Kappa,Freitas,Concluído
2021-10-15,4,2021-12-03,2021-12-10,6,0,D,Ana Clara,Kappa,Pinto,Concluído
2021-10-15,6,2021-12-10,2021-12-17,6,0,D,Carolina,Theta,Aragão,Concluído
2021-10-15,4,2022-01-12,2022-01-14,3,0,B,Maria Eduarda,Zeta,Fogaça Cardoso e Filhos,Concluído
2021-10-15,2,2021-11-25,2021-11-26,2,0,G,Emanuelly,Epsilon,Peixoto,Concluído
2021-10-15,15,2021-12-31,2022-01-10,7,2,G,Ana Clara,Kappa,Azevedo S/A,Concluído
2021-10-15,4,2021-12-17,2021-12-17,1,2,G,Valentina,Epsilon,Barbosa - EI,Concluído
2021-10-15,20,2021-11-17,2021-12-07,15,0,F,Carolina,Epsilon,Fogaça Cardoso e Filhos,Concluído
2021-10-15,6,2021-12-17,2021-12-27,7,0,A,Ana Clara,Kappa,Almeida Carvalho S.A.,Concluído
2021-10-15,4,2021-12-24,2021-12-29,4,2,C,Carolina,Chi,Costa,Concluído
2021-10-15,15,2022-01-07,2022-01-24,12,0,E,Helena,Theta,Nascimento Rodrigues - ME,Concluído
2021-10-15,17,2021-11-19,2021-11-30,8,2,B,Carolina,Kappa,da Paz Ltda.,Concluído
